ProductsCategory,Date,TotalSales,PreviousTotalSales,SalesGrowthPercentage
"Edible Mushroom",2021-02-09,¥3373.53,¥2369.98,42.34%
"Edible Mushroom",2021-02-10,¥5487.06,¥3373.53,62.65%
"Edible Mushroom",2021-02-13,¥923.15,¥5487.06,-83.18%
"Edible Mushroom",2021-02-14,¥1306.55,¥923.15,41.53%
"Edible Mushroom",2021-02-15,¥1797.55,¥1306.55,37.58%
"Edible Mushroom",2021-02-16,¥1462.56,¥1797.55,-18.64%
"Edible Mushroom",2021-02-17,¥1420.03,¥1462.56,-2.91%
"Edible Mushroom",2021-02-18,¥1222.33,¥1420.03,-13.92%
"Edible Mushroom",2021-02-19,¥785.21,¥1222.33,-35.76%
"Edible Mushroom",2021-02-20,¥827.35,¥785.21,5.37%
"Edible Mushroom",2021-02-21,¥718.75,¥827.35,-13.13%
"Edible Mushroom",2021-02-22,¥584.54,¥718.75,-18.67%
"Edible Mushroom",2021-02-23,¥619.41,¥584.54,5.97%
"Edible Mushroom",2021-02-24,¥771.24,¥619.41,24.51%
"Edible Mushroom",2021-02-25,¥849.3,¥771.24,10.12%
"Edible Mushroom",2021-02-26,¥1245.33,¥849.3,46.63%
"Edible Mushroom",2021-02-27,¥921.1,¥1245.33,-26.04%
"Edible Mushroom",2021-02-28,¥851.84,¥921.1,-7.52%
"Edible Mushroom",2021-03-01,¥653.68,¥851.84,-23.26%
"Edible Mushroom",2021-03-02,¥549.27,¥653.68,-15.97%
"Edible Mushroom",2021-03-03,¥526.7,¥549.27,-4.11%
"Edible Mushroom",2021-03-04,¥518.85,¥526.7,-1.49%
"Edible Mushroom",2021-03-05,¥663.89,¥518.85,27.95%
"Edible Mushroom",2021-03-06,¥1130.87,¥663.89,70.34%
"Edible Mushroom",2021-03-07,¥891.06,¥1130.87,-21.21%
"Edible Mushroom",2021-03-08,¥646.06,¥891.06,-27.5%
"Edible Mushroom",2021-03-09,¥655.21,¥646.06,1.42%
"Edible Mushroom",2021-03-10,¥518.71,¥655.21,-20.83%
"Edible Mushroom",2021-03-11,¥551.51,¥518.71,6.32%
"Edible Mushroom",2021-03-12,¥666,¥551.51,20.76%
"Edible Mushroom",2021-03-13,¥707.57,¥666,6.24%
"Edible Mushroom",2021-03-14,¥535,¥707.57,-24.39%
"Edible Mushroom",2021-03-15,¥263.06,¥535,-50.83%
"Edible Mushroom",2021-03-16,¥318.86,¥263.06,21.21%
"Edible Mushroom",2021-03-17,¥400.67,¥318.86,25.66%
"Edible Mushroom",2021-03-18,¥462.69,¥400.67,15.48%
"Edible Mushroom",2021-03-19,¥624,¥462.69,34.86%
"Edible Mushroom",2021-03-20,¥668.46,¥624,7.13%
"Edible Mushroom",2021-03-21,¥716.39,¥668.46,7.17%
"Edible Mushroom",2021-03-22,¥437.59,¥716.39,-38.92%
"Edible Mushroom",2021-03-23,¥385.91,¥437.59,-11.81%
"Edible Mushroom",2021-03-24,¥343,¥385.91,-11.12%
"Edible Mushroom",2021-03-25,¥416.56,¥343,21.45%
"Edible Mushroom",2021-03-26,¥618.3,¥416.56,48.43%
"Edible Mushroom",2021-03-27,¥523.54,¥618.3,-15.33%
"Edible Mushroom",2021-03-28,¥429.55,¥523.54,-17.95%
"Edible Mushroom",2021-03-29,¥370.22,¥429.55,-13.81%
"Edible Mushroom",2021-03-30,¥305.69,¥370.22,-17.43%
"Edible Mushroom",2021-03-31,¥338.81,¥305.69,10.83%
"Edible Mushroom",2021-04-01,¥447.06,¥338.81,31.95%
"Edible Mushroom",2021-04-02,¥626.02,¥447.06,40.03%
"Edible Mushroom",2021-04-03,¥755.22,¥626.02,20.64%
"Edible Mushroom",2021-04-04,¥571.14,¥755.22,-24.37%
"Edible Mushroom",2021-04-05,¥567.78,¥571.14,-0.59%
"Edible Mushroom",2021-04-06,¥124.3,¥567.78,-78.11%
"Edible Mushroom",2021-04-07,¥399.74,¥124.3,221.59%
"Edible Mushroom",2021-04-08,¥314.01,¥399.74,-21.45%
"Edible Mushroom",2021-04-09,¥323.21,¥314.01,2.93%
"Edible Mushroom",2021-04-10,¥546.99,¥323.21,69.24%
"Edible Mushroom",2021-04-11,¥461.49,¥546.99,-15.63%
"Edible Mushroom",2021-04-12,¥334.14,¥461.49,-27.6%
"Edible Mushroom",2021-04-13,¥273.64,¥334.14,-18.11%
"Edible Mushroom",2021-04-14,¥330.4,¥273.64,20.74%
"Edible Mushroom",2021-04-15,¥395.78,¥330.4,19.79%
"Edible Mushroom",2021-04-16,¥387.67,¥395.78,-2.05%
"Edible Mushroom",2021-04-17,¥565.91,¥387.67,45.98%
"Edible Mushroom",2021-04-18,¥425.23,¥565.91,-24.86%
"Edible Mushroom",2021-04-19,¥352.48,¥425.23,-17.11%
"Edible Mushroom",2021-04-20,¥339.85,¥352.48,-3.58%
"Edible Mushroom",2021-04-21,¥274.78,¥339.85,-19.15%
"Edible Mushroom",2021-04-22,¥246.31,¥274.78,-10.36%
"Edible Mushroom",2021-04-23,¥431.23,¥246.31,75.08%
"Edible Mushroom",2021-04-24,¥692.82,¥431.23,60.66%
"Edible Mushroom",2021-04-25,¥283.65,¥692.82,-59.06%
"Edible Mushroom",2021-04-26,¥290.87,¥283.65,2.55%
"Edible Mushroom",2021-04-27,¥237.57,¥290.87,-18.33%
"Edible Mushroom",2021-04-28,¥324.09,¥237.57,36.42%
"Edible Mushroom",2021-04-29,¥279.01,¥324.09,-13.91%
"Edible Mushroom",2021-04-30,¥281.89,¥279.01,1.03%
"Edible Mushroom",2021-05-01,¥471.31,¥281.89,67.2%
"Edible Mushroom",2021-05-02,¥439.93,¥471.31,-6.66%
"Edible Mushroom",2021-05-03,¥405.07,¥439.93,-7.92%
"Edible Mushroom",2021-05-04,¥398.79,¥405.07,-1.55%
"Edible Mushroom",2021-05-05,¥704.99,¥398.79,76.78%
"Edible Mushroom",2021-05-06,¥316.36,¥704.99,-55.13%
"Edible Mushroom",2021-05-07,¥269.92,¥316.36,-14.68%
"Edible Mushroom",2021-05-08,¥292.22,¥269.92,8.26%
"Edible Mushroom",2021-05-09,¥448.21,¥292.22,53.38%
"Edible Mushroom",2021-05-10,¥243.22,¥448.21,-45.74%
"Edible Mushroom",2021-05-11,¥277.11,¥243.22,13.94%
"Edible Mushroom",2021-05-12,¥244.49,¥277.11,-11.77%
"Edible Mushroom",2021-05-13,¥294.9,¥244.49,20.62%
"Edible Mushroom",2021-05-14,¥329.43,¥294.9,11.71%
"Edible Mushroom",2021-05-15,¥476.92,¥329.43,44.77%
"Edible Mushroom",2021-05-16,¥482.49,¥476.92,1.17%
"Edible Mushroom",2021-05-17,¥278.91,¥482.49,-42.19%
"Edible Mushroom",2021-05-18,¥304.23,¥278.91,9.08%
"Edible Mushroom",2021-05-19,¥309.5,¥304.23,1.73%
"Edible Mushroom",2021-05-20,¥345.05,¥309.5,11.48%
"Edible Mushroom",2021-05-21,¥468.4,¥345.05,35.75%
"Edible Mushroom",2021-05-22,¥448.15,¥468.4,-4.32%
"Edible Mushroom",2021-05-23,¥518.05,¥448.15,15.6%
"Edible Mushroom",2021-05-24,¥318.79,¥518.05,-38.46%
"Edible Mushroom",2021-05-25,¥332.05,¥318.79,4.16%
"Edible Mushroom",2021-05-26,¥240.28,¥332.05,-27.64%
"Edible Mushroom",2021-05-27,¥139.81,¥240.28,-41.81%
"Edible Mushroom",2021-05-28,¥280.08,¥139.81,100.33%
"Edible Mushroom",2021-05-29,¥321.69,¥280.08,14.86%
"Edible Mushroom",2021-05-30,¥383.19,¥321.69,19.12%
"Edible Mushroom",2021-05-31,¥353.56,¥383.19,-7.73%
"Edible Mushroom",2021-06-01,¥390.06,¥353.56,10.32%
"Edible Mushroom",2021-06-02,¥429.84,¥390.06,10.2%
"Edible Mushroom",2021-06-03,¥440.8,¥429.84,2.55%
"Edible Mushroom",2021-06-04,¥475.48,¥440.8,7.87%
"Edible Mushroom",2021-06-05,¥303.51,¥475.48,-36.17%
"Edible Mushroom",2021-06-06,¥318.4,¥303.51,4.9%
"Edible Mushroom",2021-06-07,¥251.32,¥318.4,-21.07%
"Edible Mushroom",2021-06-08,¥312.7,¥251.32,24.42%
"Edible Mushroom",2021-06-09,¥358.77,¥312.7,14.73%
"Edible Mushroom",2021-06-10,¥292.3,¥358.77,-18.53%
"Edible Mushroom",2021-06-11,¥306.95,¥292.3,5.01%
"Edible Mushroom",2021-06-12,¥724.9,¥306.95,136.16%
"Edible Mushroom",2021-06-13,¥921.36,¥724.9,27.1%
"Edible Mushroom",2021-06-14,¥635.41,¥921.36,-31.04%
"Edible Mushroom",2021-06-15,¥272.33,¥635.41,-57.14%
"Edible Mushroom",2021-06-16,¥253.32,¥272.33,-6.98%
"Edible Mushroom",2021-06-17,¥248.2,¥253.32,-2.02%
"Edible Mushroom",2021-06-18,¥295.1,¥248.2,18.9%
"Edible Mushroom",2021-06-19,¥393.39,¥295.1,33.31%
"Edible Mushroom",2021-06-20,¥466.75,¥393.39,18.65%
"Edible Mushroom",2021-06-21,¥301.98,¥466.75,-35.3%
"Edible Mushroom",2021-06-22,¥276.1,¥301.98,-8.57%
"Edible Mushroom",2021-06-23,¥359.98,¥276.1,30.38%
"Edible Mushroom",2021-06-24,¥303.4,¥359.98,-15.72%
"Edible Mushroom",2021-06-25,¥365.68,¥303.4,20.53%
"Edible Mushroom",2021-06-26,¥519.36,¥365.68,42.03%
"Edible Mushroom",2021-06-27,¥574.28,¥519.36,10.57%
"Edible Mushroom",2021-06-28,¥366.36,¥574.28,-36.21%
"Edible Mushroom",2021-06-29,¥267.25,¥366.36,-27.05%
"Edible Mushroom",2021-06-30,¥413.73,¥267.25,54.81%
"Edible Mushroom",2021-07-01,¥346.14,¥413.73,-16.34%
"Edible Mushroom",2021-07-02,¥357.6,¥346.14,3.31%
"Edible Mushroom",2021-07-03,¥808.72,¥357.6,126.16%
"Edible Mushroom",2021-07-04,¥486.5,¥808.72,-39.84%
"Edible Mushroom",2021-07-05,¥428.58,¥486.5,-11.91%
"Edible Mushroom",2021-07-06,¥476.8,¥428.58,11.25%
"Edible Mushroom",2021-07-07,¥317.46,¥476.8,-33.42%
"Edible Mushroom",2021-07-08,¥327.38,¥317.46,3.12%
"Edible Mushroom",2021-07-09,¥267.51,¥327.38,-18.29%
"Edible Mushroom",2021-07-10,¥405.51,¥267.51,51.59%
"Edible Mushroom",2021-07-11,¥331.02,¥405.51,-18.37%
"Edible Mushroom",2021-07-12,¥161.59,¥331.02,-51.18%
"Edible Mushroom",2021-07-13,¥189.12,¥161.59,17.04%
"Edible Mushroom",2021-07-14,¥472.97,¥189.12,150.08%
"Edible Mushroom",2021-07-15,¥302.83,¥472.97,-35.97%
"Edible Mushroom",2021-07-16,¥477.73,¥302.83,57.76%
"Edible Mushroom",2021-07-17,¥520.08,¥477.73,8.86%
"Edible Mushroom",2021-07-18,¥495.53,¥520.08,-4.72%
"Edible Mushroom",2021-07-19,¥371.05,¥495.53,-25.12%
"Edible Mushroom",2021-07-20,¥315.73,¥371.05,-14.91%
"Edible Mushroom",2021-07-21,¥363.42,¥315.73,15.1%
"Edible Mushroom",2021-07-22,¥311.71,¥363.42,-14.23%
"Edible Mushroom",2021-07-23,¥371.24,¥311.71,19.1%
"Edible Mushroom",2021-07-24,¥464.91,¥371.24,25.23%
"Edible Mushroom",2021-07-25,¥532.15,¥464.91,14.46%
"Edible Mushroom",2021-07-26,¥434.86,¥532.15,-18.28%
"Edible Mushroom",2021-07-27,¥374.18,¥434.86,-13.95%
"Edible Mushroom",2021-07-28,¥377.71,¥374.18,0.94%
"Edible Mushroom",2021-07-29,¥332.22,¥377.71,-12.05%
"Edible Mushroom",2021-07-30,¥370.8,¥332.22,11.61%
"Edible Mushroom",2021-07-31,¥447.52,¥370.8,20.69%
"Edible Mushroom",2021-08-01,¥512.68,¥447.52,14.56%
"Edible Mushroom",2021-08-02,¥633.12,¥512.68,23.49%
"Edible Mushroom",2021-08-03,¥608.03,¥633.12,-3.96%
"Edible Mushroom",2021-08-04,¥621.2,¥608.03,2.17%
"Edible Mushroom",2021-08-05,¥635.84,¥621.2,2.36%
"Edible Mushroom",2021-08-06,¥616.42,¥635.84,-3.05%
"Edible Mushroom",2021-08-07,¥653.63,¥616.42,6.04%
"Edible Mushroom",2021-08-08,¥603.63,¥653.63,-7.65%
"Edible Mushroom",2021-08-09,¥523.48,¥603.63,-13.28%
"Edible Mushroom",2021-08-10,¥497.68,¥523.48,-4.93%
"Edible Mushroom",2021-08-11,¥548.27,¥497.68,10.16%
"Edible Mushroom",2021-08-12,¥657.43,¥548.27,19.91%
"Edible Mushroom",2021-08-13,¥640.01,¥657.43,-2.65%
"Edible Mushroom",2021-08-14,¥1105.87,¥640.01,72.79%
"Edible Mushroom",2021-08-15,¥677.95,¥1105.87,-38.7%
"Edible Mushroom",2021-08-16,¥482.11,¥677.95,-28.89%
"Edible Mushroom",2021-08-17,¥621.14,¥482.11,28.84%
"Edible Mushroom",2021-08-18,¥449.41,¥621.14,-27.65%
"Edible Mushroom",2021-08-19,¥435.3,¥449.41,-3.14%
"Edible Mushroom",2021-08-20,¥503.93,¥435.3,15.77%
"Edible Mushroom",2021-08-21,¥1159.38,¥503.93,130.07%
"Edible Mushroom",2021-08-22,¥960.08,¥1159.38,-17.19%
"Edible Mushroom",2021-08-23,¥498.86,¥960.08,-48.04%
"Edible Mushroom",2021-08-24,¥489.49,¥498.86,-1.88%
"Edible Mushroom",2021-08-25,¥386.74,¥489.49,-20.99%
"Edible Mushroom",2021-08-26,¥607.18,¥386.74,57%
"Edible Mushroom",2021-08-27,¥653.77,¥607.18,7.67%
"Edible Mushroom",2021-08-28,¥720.84,¥653.77,10.26%
"Edible Mushroom",2021-08-29,¥729.45,¥720.84,1.19%
"Edible Mushroom",2021-08-30,¥517.11,¥729.45,-29.11%
"Edible Mushroom",2021-08-31,¥435.62,¥517.11,-15.76%
"Edible Mushroom",2021-09-01,¥570.03,¥435.62,30.85%
"Edible Mushroom",2021-09-02,¥422.57,¥570.03,-25.87%
"Edible Mushroom",2021-09-03,¥486.73,¥422.57,15.18%
"Edible Mushroom",2021-09-04,¥961.06,¥486.73,97.45%
"Edible Mushroom",2021-09-05,¥976.09,¥961.06,1.56%
"Edible Mushroom",2021-09-06,¥418.63,¥976.09,-57.11%
"Edible Mushroom",2021-09-07,¥456.61,¥418.63,9.07%
"Edible Mushroom",2021-09-08,¥407.89,¥456.61,-10.67%
"Edible Mushroom",2021-09-09,¥407.23,¥407.89,-0.16%
"Edible Mushroom",2021-09-10,¥422.21,¥407.23,3.68%
"Edible Mushroom",2021-09-11,¥663.38,¥422.21,57.12%
"Edible Mushroom",2021-09-12,¥617.48,¥663.38,-6.92%
"Edible Mushroom",2021-09-13,¥452.76,¥617.48,-26.68%
"Edible Mushroom",2021-09-14,¥425.1,¥452.76,-6.11%
"Edible Mushroom",2021-09-15,¥415.75,¥425.1,-2.2%
"Edible Mushroom",2021-09-16,¥384.13,¥415.75,-7.61%
"Edible Mushroom",2021-09-17,¥355.52,¥384.13,-7.45%
"Edible Mushroom",2021-09-18,¥415.46,¥355.52,16.86%
"Edible Mushroom",2021-09-19,¥1356.53,¥415.46,226.51%
"Edible Mushroom",2021-09-20,¥1170.88,¥1356.53,-13.69%
"Edible Mushroom",2021-09-21,¥1014.4,¥1170.88,-13.36%
"Edible Mushroom",2021-09-22,¥358.65,¥1014.4,-64.64%
"Edible Mushroom",2021-09-23,¥347.18,¥358.65,-3.2%
"Edible Mushroom",2021-09-24,¥415.12,¥347.18,19.57%
"Edible Mushroom",2021-09-25,¥381.61,¥415.12,-8.07%
"Edible Mushroom",2021-09-26,¥262.01,¥381.61,-31.34%
"Edible Mushroom",2021-09-27,¥138.67,¥262.01,-47.08%
"Edible Mushroom",2021-09-28,¥181.75,¥138.67,31.07%
"Edible Mushroom",2021-09-29,¥189.25,¥181.75,4.13%
"Edible Mushroom",2021-09-30,¥229.2,¥189.25,21.11%
"Edible Mushroom",2021-10-01,¥693.88,¥229.2,202.74%
"Edible Mushroom",2021-10-02,¥475.38,¥693.88,-31.49%
"Edible Mushroom",2021-10-03,¥450.32,¥475.38,-5.27%
"Edible Mushroom",2021-10-04,¥404.46,¥450.32,-10.18%
"Edible Mushroom",2021-10-05,¥266.13,¥404.46,-34.2%
"Edible Mushroom",2021-10-06,¥622.32,¥266.13,133.84%
"Edible Mushroom",2021-10-07,¥475.87,¥622.32,-23.53%
"Edible Mushroom",2021-10-08,¥519.69,¥475.87,9.21%
"Edible Mushroom",2021-10-09,¥312.23,¥519.69,-39.92%
"Edible Mushroom",2021-10-10,¥688.2,¥312.23,120.41%
"Edible Mushroom",2021-10-11,¥156.24,¥688.2,-77.3%
"Edible Mushroom",2021-10-12,¥303.08,¥156.24,93.99%
"Edible Mushroom",2021-10-13,¥376.8,¥303.08,24.32%
"Edible Mushroom",2021-10-14,¥314.57,¥376.8,-16.51%
"Edible Mushroom",2021-10-15,¥971.12,¥314.57,208.71%
"Edible Mushroom",2021-10-16,¥664.2,¥971.12,-31.6%
"Edible Mushroom",2021-10-17,¥788.76,¥664.2,18.75%
"Edible Mushroom",2021-10-18,¥267.37,¥788.76,-66.1%
"Edible Mushroom",2021-10-19,¥309.26,¥267.37,15.67%
"Edible Mushroom",2021-10-20,¥358.63,¥309.26,15.96%
"Edible Mushroom",2021-10-21,¥300.95,¥358.63,-16.08%
"Edible Mushroom",2021-10-22,¥357.61,¥300.95,18.83%
"Edible Mushroom",2021-10-23,¥731.55,¥357.61,104.57%
"Edible Mushroom",2021-10-24,¥461.51,¥731.55,-36.91%
"Edible Mushroom",2021-10-25,¥396.7,¥461.51,-14.04%
"Edible Mushroom",2021-10-26,¥420.19,¥396.7,5.92%
"Edible Mushroom",2021-10-27,¥327.9,¥420.19,-21.96%
"Edible Mushroom",2021-10-28,¥330.04,¥327.9,0.65%
"Edible Mushroom",2021-10-29,¥413.36,¥330.04,25.25%
"Edible Mushroom",2021-10-30,¥692.93,¥413.36,67.63%
"Edible Mushroom",2021-10-31,¥689.21,¥692.93,-0.54%
"Edible Mushroom",2021-11-01,¥381.01,¥689.21,-44.72%
"Edible Mushroom",2021-11-02,¥414.86,¥381.01,8.88%
"Edible Mushroom",2021-11-03,¥669.73,¥414.86,61.44%
"Edible Mushroom",2021-11-04,¥643.02,¥669.73,-3.99%
"Edible Mushroom",2021-11-05,¥959.4,¥643.02,49.2%
"Edible Mushroom",2021-11-06,¥1282.2,¥959.4,33.65%
"Edible Mushroom",2021-11-07,¥1448.54,¥1282.2,12.97%
"Edible Mushroom",2021-11-08,¥583.9,¥1448.54,-59.69%
"Edible Mushroom",2021-11-09,¥567.84,¥583.9,-2.75%
"Edible Mushroom",2021-11-10,¥487.24,¥567.84,-14.19%
"Edible Mushroom",2021-11-11,¥449.83,¥487.24,-7.68%
"Edible Mushroom",2021-11-12,¥607.74,¥449.83,35.1%
"Edible Mushroom",2021-11-13,¥628.64,¥607.74,3.44%
"Edible Mushroom",2021-11-14,¥815.02,¥628.64,29.65%
"Edible Mushroom",2021-11-15,¥343.21,¥815.02,-57.89%
"Edible Mushroom",2021-11-16,¥340.57,¥343.21,-0.77%
"Edible Mushroom",2021-11-17,¥371.9,¥340.57,9.2%
"Edible Mushroom",2021-11-18,¥306.17,¥371.9,-17.68%
"Edible Mushroom",2021-11-19,¥318.57,¥306.17,4.05%
"Edible Mushroom",2021-11-20,¥562.54,¥318.57,76.58%
"Edible Mushroom",2021-11-21,¥723.58,¥562.54,28.63%
"Edible Mushroom",2021-11-22,¥260.62,¥723.58,-63.98%
"Edible Mushroom",2021-11-23,¥189.68,¥260.62,-27.22%
"Edible Mushroom",2021-11-24,¥111.24,¥189.68,-41.35%
"Edible Mushroom",2021-11-25,¥66.06,¥111.24,-40.62%
"Edible Mushroom",2021-11-26,¥101.26,¥66.06,53.3%
"Edible Mushroom",2021-11-27,¥188.85,¥101.26,86.49%
"Edible Mushroom",2021-11-28,¥441.95,¥188.85,134.03%
"Edible Mushroom",2021-11-29,¥96.07,¥441.95,-78.26%
"Edible Mushroom",2021-11-30,¥122.87,¥96.07,27.89%
"Edible Mushroom",2021-12-01,¥92.76,¥122.87,-24.51%
"Edible Mushroom",2021-12-02,¥92.01,¥92.76,-0.81%
"Edible Mushroom",2021-12-03,¥453.18,¥92.01,392.53%
"Edible Mushroom",2021-12-04,¥723.92,¥453.18,59.74%
"Edible Mushroom",2021-12-05,¥726.94,¥723.92,0.42%
"Edible Mushroom",2021-12-06,¥301.81,¥726.94,-58.48%
"Edible Mushroom",2021-12-07,¥319.7,¥301.81,5.93%
"Edible Mushroom",2021-12-08,¥328.74,¥319.7,2.83%
"Edible Mushroom",2021-12-09,¥345.48,¥328.74,5.09%
"Edible Mushroom",2021-12-10,¥435.14,¥345.48,25.95%
"Edible Mushroom",2021-12-11,¥876.34,¥435.14,101.39%
"Edible Mushroom",2021-12-12,¥670.01,¥876.34,-23.55%
"Edible Mushroom",2021-12-13,¥421.36,¥670.01,-37.11%
"Edible Mushroom",2021-12-14,¥481.83,¥421.36,14.35%
"Edible Mushroom",2021-12-15,¥417.55,¥481.83,-13.34%
"Edible Mushroom",2021-12-16,¥438.31,¥417.55,4.97%
"Edible Mushroom",2021-12-17,¥504.22,¥438.31,15.04%
"Edible Mushroom",2021-12-18,¥790.56,¥504.22,56.79%
"Edible Mushroom",2021-12-19,¥602.26,¥790.56,-23.82%
"Edible Mushroom",2021-12-20,¥390.22,¥602.26,-35.21%
"Edible Mushroom",2021-12-21,¥457.44,¥390.22,17.23%
"Edible Mushroom",2021-12-22,¥351.97,¥457.44,-23.06%
"Edible Mushroom",2021-12-23,¥424.64,¥351.97,20.65%
"Edible Mushroom",2021-12-24,¥527.47,¥424.64,24.22%
"Edible Mushroom",2021-12-25,¥1078.6,¥527.47,104.49%
"Edible Mushroom",2021-12-26,¥832.73,¥1078.6,-22.8%
"Edible Mushroom",2021-12-27,¥205.89,¥832.73,-75.28%
"Edible Mushroom",2021-12-28,¥148.19,¥205.89,-28.03%
"Edible Mushroom",2021-12-29,¥144.39,¥148.19,-2.56%
"Edible Mushroom",2021-12-30,¥154.77,¥144.39,7.19%
"Edible Mushroom",2021-12-31,¥759.35,¥154.77,390.62%
"Edible Mushroom",2022-01-01,¥759.68,¥759.35,0.04%
"Edible Mushroom",2022-01-02,¥286.03,¥759.68,-62.35%
"Edible Mushroom",2022-01-03,¥495.81,¥286.03,73.34%
"Edible Mushroom",2022-01-04,¥528.22,¥495.81,6.54%
"Edible Mushroom",2022-01-05,¥353.71,¥528.22,-33.04%
"Edible Mushroom",2022-01-06,¥341.69,¥353.71,-3.4%
"Edible Mushroom",2022-01-07,¥673.95,¥341.69,97.24%
"Edible Mushroom",2022-01-08,¥922.82,¥673.95,36.93%
"Edible Mushroom",2022-01-09,¥751.56,¥922.82,-18.56%
"Edible Mushroom",2022-01-10,¥417.8,¥751.56,-44.41%
"Edible Mushroom",2022-01-11,¥240.62,¥417.8,-42.41%
"Edible Mushroom",2022-01-12,¥291.51,¥240.62,21.15%
"Edible Mushroom",2022-01-13,¥289.88,¥291.51,-0.56%
"Edible Mushroom",2022-01-14,¥340.03,¥289.88,17.3%
"Edible Mushroom",2022-01-15,¥259.89,¥340.03,-23.57%
"Edible Mushroom",2022-01-16,¥303.81,¥259.89,16.9%
"Edible Mushroom",2022-01-17,¥118.27,¥303.81,-61.07%
"Edible Mushroom",2022-01-18,¥327.27,¥118.27,176.7%
"Edible Mushroom",2022-01-19,¥546.16,¥327.27,66.88%
"Edible Mushroom",2022-01-20,¥593.32,¥546.16,8.63%
"Edible Mushroom",2022-01-21,¥602.62,¥593.32,1.57%
"Edible Mushroom",2022-01-22,¥805.31,¥602.62,33.63%
"Edible Mushroom",2022-01-23,¥935.89,¥805.31,16.22%
"Edible Mushroom",2022-01-24,¥845.23,¥935.89,-9.69%
"Edible Mushroom",2022-01-25,¥962.25,¥845.23,13.84%
"Edible Mushroom",2022-01-26,¥866.18,¥962.25,-9.98%
"Edible Mushroom",2022-01-27,¥678.12,¥866.18,-21.71%
"Edible Mushroom",2022-01-28,¥1414.43,¥678.12,108.58%
"Edible Mushroom",2022-01-29,¥1854.33,¥1414.43,31.1%
"Edible Mushroom",2022-01-30,¥1925.82,¥1854.33,3.85%
"Edible Mushroom",2022-02-01,¥423.73,¥1925.82,-78%
"Edible Mushroom",2022-02-02,¥834.59,¥423.73,96.97%
"Edible Mushroom",2022-02-03,¥505.96,¥834.59,-39.38%
"Edible Mushroom",2022-02-04,¥585.03,¥505.96,15.63%
"Edible Mushroom",2022-02-05,¥778.48,¥585.03,33.07%
"Edible Mushroom",2022-02-06,¥789.74,¥778.48,1.45%
"Edible Mushroom",2022-02-07,¥648.01,¥789.74,-17.95%
"Edible Mushroom",2022-02-08,¥406.83,¥648.01,-37.22%
"Edible Mushroom",2022-02-09,¥386.7,¥406.83,-4.95%
"Edible Mushroom",2022-02-10,¥305.7,¥386.7,-20.95%
"Edible Mushroom",2022-02-11,¥309.1,¥305.7,1.11%
"Edible Mushroom",2022-02-12,¥306.9,¥309.1,-0.71%
"Edible Mushroom",2022-02-13,¥394,¥306.9,28.38%
"Edible Mushroom",2022-02-14,¥351.32,¥394,-10.83%
"Edible Mushroom",2022-02-15,¥390.53,¥351.32,11.16%
"Edible Mushroom",2022-02-16,¥148.83,¥390.53,-61.89%
"Edible Mushroom",2022-02-17,¥250.23,¥148.83,68.13%
"Edible Mushroom",2022-02-18,¥328.68,¥250.23,31.35%
"Edible Mushroom",2022-02-19,¥330.15,¥328.68,0.45%
"Edible Mushroom",2022-02-20,¥238.27,¥330.15,-27.83%
"Edible Mushroom",2022-02-21,¥118.95,¥238.27,-50.08%
"Edible Mushroom",2022-02-22,¥139.08,¥118.95,16.93%
"Edible Mushroom",2022-02-23,¥123.32,¥139.08,-11.33%
"Edible Mushroom",2022-02-24,¥182.75,¥123.32,48.19%
"Edible Mushroom",2022-02-25,¥282.66,¥182.75,54.68%
"Edible Mushroom",2022-02-26,¥309.48,¥282.66,9.49%
"Edible Mushroom",2022-02-27,¥214.16,¥309.48,-30.8%
"Edible Mushroom",2022-02-28,¥132.37,¥214.16,-38.19%
"Edible Mushroom",2022-03-01,¥141.72,¥132.37,7.06%
"Edible Mushroom",2022-03-02,¥165.39,¥141.72,16.7%
"Edible Mushroom",2022-03-03,¥105.25,¥165.39,-36.36%
"Edible Mushroom",2022-03-04,¥171.04,¥105.25,62.51%
"Edible Mushroom",2022-03-05,¥233.35,¥171.04,36.43%
"Edible Mushroom",2022-03-06,¥285.91,¥233.35,22.53%
"Edible Mushroom",2022-03-07,¥96.37,¥285.91,-66.29%
"Edible Mushroom",2022-03-08,¥180.69,¥96.37,87.5%
"Edible Mushroom",2022-03-09,¥193.06,¥180.69,6.84%
"Edible Mushroom",2022-03-10,¥126.5,¥193.06,-34.47%
"Edible Mushroom",2022-03-11,¥160.44,¥126.5,26.83%
"Edible Mushroom",2022-03-12,¥247.53,¥160.44,54.28%
"Edible Mushroom",2022-03-13,¥304.72,¥247.53,23.11%
"Edible Mushroom",2022-03-14,¥107.66,¥304.72,-64.67%
"Edible Mushroom",2022-03-15,¥221.42,¥107.66,105.66%
"Edible Mushroom",2022-03-16,¥200.93,¥221.42,-9.25%
"Edible Mushroom",2022-03-17,¥309.08,¥200.93,53.83%
"Edible Mushroom",2022-03-18,¥167.36,¥309.08,-45.85%
"Edible Mushroom",2022-03-19,¥346.47,¥167.36,107.02%
"Edible Mushroom",2022-03-20,¥452.83,¥346.47,30.7%
"Edible Mushroom",2022-03-21,¥291.55,¥452.83,-35.62%
"Edible Mushroom",2022-03-22,¥317.52,¥291.55,8.91%
